sentiment,tweet_year,tweet_month,tweet_day,tweet_weekday,tweet_hour,tweet_quarter,text_length,word_count
positive,2017,10,31,1,22,4,124,18
neutral,2017,10,31,1,22,4,136,25
negative,2017,10,31,1,22,4,70,11
neutral,2017,10,31,1,20,4,162,25
neutral,2017,10,31,1,22,4,131,22
positive,2017,10,31,1,22,4,119,22
neutral,2017,10,31,1,18,4,110,16
positive,2017,10,31,1,22,4,131,21
positive,2017,10,12,3,10,4,142,28
neutral,2017,10,31,1,20,4,48,7
neutral,2017,10,31,1,18,4,64,9
neutral,2017,10,31,1,18,4,115,17
neutral,2017,10,31,1,22,4,80,14
neutral,2017,10,31,1,22,4,68,14
negative,2017,10,31,1,22,4,136,26
neutral,2017,10,31,1,22,4,90,13
neutral,2017,10,31,1,21,4,57,9
neutral,2017,10,31,1,22,4,92,10
negative,2017,10,31,1,22,4,121,22
negative,2017,10,31,1,22,4,134,23
negative,2017,10,31,1,22,4,62,11
negative,2017,10,31,1,22,4,133,27
neutral,2017,10,31,1,22,4,58,9
positive,2017,10,31,1,22,4,93,17
negative,2017,10,31,1,20,4,119,21
neutral,2017,10,31,1,22,4,47,9
neutral,2017,10,31,1,22,4,114,20
neutral,2017,10,31,1,22,4,57,11
neutral,2017,10,31,1,22,4,156,24
neutral,2017,10,20,4,8,4,139,24
positive,2017,10,31,1,22,4,114,21
neutral,2017,10,31,1,23,4,88,18
negative,2017,10,31,1,23,4,138,24
neutral,2017,10,31,1,22,4,81,15
positive,2017,10,31,1,23,4,119,20
neutral,2017,10,31,1,23,4,64,8
positive,2017,10,31,1,23,4,127,22
neutral,2017,10,31,1,23,4,139,17
neutral,2017,10,31,1,21,4,163,23
neutral,2017,10,31,1,23,4,131,24
neutral,2017,10,31,1,23,4,159,25
neutral,2017,10,31,1,23,4,62,6
neutral,2017,10,31,1,23,4,62,10
positive,2017,10,31,1,23,4,159,21
neutral,2017,10,31,1,23,4,117,7
negative,2017,10,31,1,23,4,140,24
negative,2017,10,31,1,23,4,111,21
positive,2017,10,31,1,21,4,98,20
negative,2017,10,31,1,23,4,38,7
neutral,2017,10,31,1,23,4,98,17
positive,2017,10,31,1,23,4,132,25
negative,2017,10,31,1,23,4,119,23
neutral,2017,10,31,1,23,4,82,13
negative,2017,10,31,1,23,4,97,16
positive,2017,10,31,1,23,4,108,18
positive,2017,10,31,1,23,4,140,22
neutral,2017,10,31,1,23,4,133,22
negative,2017,10,31,1,23,4,105,16
neutral,2017,10,9,0,0,4,81,9
negative,2017,10,9,0,0,4,112,21
positive,2017,10,9,0,0,4,140,25
negative,2017,10,8,6,23,4,133,25
neutral,2017,10,9,0,0,4,85,17
positive,2017,10,9,0,0,4,129,21
neutral,2017,11,5,6,20,4,100,18
positive,2017,11,5,6,20,4,107,19
negative,2017,11,5,6,20,4,131,20
positive,2017,11,4,5,17,4,135,25
negative,2017,11,5,6,15,4,145,24
negative,2017,11,5,6,20,4,140,28
neutral,2017,10,31,1,23,4,47,4
positive,2017,10,31,1,20,4,140,24
neutral,2017,10,31,1,23,4,119,19
neutral,2017,10,31,1,23,4,126,15
neutral,2017,10,31,1,23,4,99,15
positive,2017,10,31,1,23,4,155,23
positive,2017,10,31,1,23,4,125,25
positive,2017,11,1,2,0,4,120,17
positive,2017,11,1,2,0,4,117,23
neutral,2017,11,1,2,0,4,100,2
neutral,2017,11,1,2,0,4,86,13
positive,2017,11,1,2,0,4,136,23
positive,2017,10,31,1,23,4,104,22
positive,2017,10,31,1,23,4,139,27
positive,2017,10,31,1,21,4,139,28
negative,2017,10,31,1,23,4,75,12
neutral,2017,10,31,1,23,4,117,19
neutral,2017,10,31,1,23,4,53,10
neutral,2017,11,1,2,0,4,153,25
positive,2017,11,1,2,0,4,127,21
positive,2017,11,1,2,0,4,98,20
neutral,2017,11,1,2,0,4,82,12
positive,2017,11,1,2,0,4,97,19
positive,2017,11,1,2,0,4,136,22
neutral,2017,11,1,2,0,4,126,21
neutral,2017,11,1,2,0,4,100,17
neutral,2017,11,1,2,0,4,109,22
positive,2017,11,1,2,0,4,97,17
positive,2017,11,1,2,0,4,138,19
neutral,2017,11,1,2,0,4,79,13
negative,2017,11,1,2,0,4,132,26
negative,2017,11,1,2,0,4,135,23
neutral,2017,11,1,2,0,4,163,26
positive,2017,10,27,4,19,4,119,19
negative,2017,11,1,2,0,4,156,23
negative,2017,11,1,2,0,4,87,16
positive,2017,11,1,2,0,4,163,24
neutral,2017,11,1,2,1,4,138,22
positive,2017,11,1,2,1,4,86,14
neutral,2017,10,30,0,14,4,97,13
positive,2017,11,1,2,0,4,89,11
positive,2017,11,1,2,0,4,120,19
negative,2017,11,1,2,0,4,25,4
neutral,2017,11,1,2,0,4,20,3
neutral,2017,11,1,2,0,4,92,18
positive,2017,11,1,2,1,4,141,25
negative,2017,11,1,2,1,4,78,13
negative,2017,11,1,2,1,4,119,18
negative,2017,11,1,2,1,4,128,26
neutral,2017,11,1,2,1,4,99,18
neutral,2017,11,1,2,1,4,53,9
neutral,2017,11,1,2,1,4,64,8
positive,2017,11,1,2,1,4,139,24
neutral,2017,11,1,2,1,4,92,12
positive,2017,11,1,2,1,4,110,19
neutral,2017,11,1,2,1,4,82,16
neutral,2017,11,1,2,1,4,82,18
neutral,2017,11,1,2,1,4,124,19
neutral,2017,11,1,2,1,4,107,18
neutral,2017,11,1,2,1,4,124,22
negative,2017,11,1,2,1,4,91,14
neutral,2017,11,1,2,1,4,60,10
neutral,2017,11,1,2,1,4,108,15
positive,2017,5,28,6,11,2,128,19
positive,2017,11,1,2,1,4,133,27
neutral,2017,11,1,2,1,4,60,5
neutral,2017,11,1,2,1,4,90,16
negative,2017,11,1,2,1,4,60,11
neutral,2017,11,1,2,1,4,135,23
neutral,2017,11,1,2,1,4,143,23
neutral,2017,11,1,2,2,4,104,14
neutral,2017,11,1,2,2,4,119,18
neutral,2017,11,1,2,2,4,79,10
negative,2017,11,1,2,2,4,150,22
negative,2017,11,1,2,2,4,73,11
positive,2017,11,1,2,1,4,137,24
positive,2017,11,1,2,1,4,100,19
neutral,2017,11,22,2,6,4,131,22
neutral,2017,11,22,2,5,4,126,23
negative,2017,11,22,2,5,4,125,19
neutral,2017,11,1,2,2,4,63,12
neutral,2017,11,1,2,2,4,116,24
neutral,2017,11,1,2,2,4,86,11
negative,2017,11,1,2,2,4,132,25
negative,2017,11,1,2,2,4,56,11
negative,2017,11,1,2,2,4,194,31
positive,2017,11,1,2,2,4,151,24
neutral,2017,11,1,2,2,4,128,17
neutral,2017,11,1,2,2,4,77,8
positive,2017,9,28,3,18,3,90,18
negative,2017,11,1,2,2,4,126,27
neutral,2017,11,1,2,2,4,139,24
negative,2017,11,1,2,2,4,139,25
positive,2017,11,1,2,2,4,136,23
neutral,2017,11,1,2,2,4,121,18
positive,2017,11,1,2,2,4,113,19
neutral,2017,10,30,0,1,4,111,15
positive,2017,11,22,2,7,4,81,12
neutral,2017,11,22,2,8,4,143,21
negative,2017,11,1,2,3,4,160,27
neutral,2017,11,1,2,3,4,82,12
positive,2017,11,1,2,3,4,155,25
negative,2017,11,22,2,12,4,221,39
negative,2017,11,22,2,11,4,156,33
neutral,2017,11,22,2,10,4,45,3
positive,2017,11,22,2,13,4,283,53
negative,2017,11,22,2,13,4,213,41
neutral,2017,11,22,2,13,4,142,24
positive,2017,11,22,2,12,4,95,14
neutral,2017,11,22,2,11,4,127,25
positive,2017,10,2,0,5,4,127,17
positive,2017,6,14,2,16,2,129,18
positive,2017,11,22,2,14,4,129,22
negative,2017,11,22,2,14,4,249,42
neutral,2017,11,26,6,0,4,219,34
neutral,2017,11,26,6,0,4,133,24
negative,2017,11,26,6,0,4,221,37
positive,2017,11,24,4,18,4,190,32
positive,2017,11,26,6,0,4,126,21
neutral,2017,11,26,6,0,4,56,8
neutral,2017,11,26,6,0,4,211,35
positive,2017,11,25,5,19,4,119,22
negative,2017,11,25,5,22,4,229,44
negative,2017,11,26,6,0,4,216,41
neutral,2017,11,25,5,23,4,83,17
positive,2017,11,22,2,12,4,209,43
neutral,2017,11,22,2,15,4,163,25
neutral,2017,11,22,2,15,4,91,12
negative,2017,11,22,2,13,4,103,17
negative,2017,11,22,2,11,4,83,13
negative,2017,11,22,2,11,4,186,26
neutral,2017,11,22,2,16,4,47,8
positive,2017,11,22,2,16,4,252,44
negative,2017,11,8,2,21,4,104,20
negative,2017,11,8,2,23,4,226,36
neutral,2017,11,8,2,20,4,84,14
neutral,2017,11,8,2,22,4,51,4
negative,2017,11,8,2,21,4,136,25
neutral,2017,10,2,0,12,4,59,10
negative,2017,11,22,2,17,4,244,48
negative,2017,11,22,2,6,4,59,9
positive,2017,11,22,2,16,4,102,17
neutral,2017,11,22,2,15,4,108,18
negative,2017,11,22,2,17,4,257,48
positive,2017,11,22,2,17,4,193,35
neutral,2017,11,1,2,11,4,122,19
negative,2017,11,1,2,3,4,61,9
negative,2017,11,1,2,3,4,163,23
positive,2017,11,1,2,3,4,128,24
neutral,2017,11,1,2,3,4,92,13
positive,2017,11,1,2,3,4,138,26
positive,2017,11,1,2,3,4,115,22
neutral,2017,11,1,2,3,4,153,23
neutral,2017,11,1,2,3,4,140,20
negative,2017,11,1,2,3,4,164,26
neutral,2017,11,1,2,3,4,90,14
neutral,2017,11,1,2,3,4,133,21
negative,2017,11,1,2,3,4,110,18
neutral,2017,11,1,2,3,4,112,21
negative,2017,11,1,2,3,4,138,16
negative,2017,11,1,2,5,4,135,26
positive,2017,11,1,2,3,4,135,26
neutral,2017,11,1,2,4,4,115,21
neutral,2017,11,1,2,4,4,138,23
neutral,2017,11,1,2,4,4,123,24
neutral,2017,11,1,2,4,4,55,9
negative,2017,10,31,1,21,4,108,14
neutral,2017,11,1,2,4,4,53,8
neutral,2017,11,1,2,4,4,93,15
positive,2017,11,1,2,4,4,139,23
neutral,2017,11,1,2,4,4,155,26
neutral,2017,11,1,2,4,4,162,24
neutral,2017,11,1,2,4,4,105,23
negative,2017,11,1,2,4,4,139,25
neutral,2017,11,1,2,4,4,95,18
neutral,2017,11,1,2,3,4,90,17
positive,2017,11,1,2,4,4,164,27
neutral,2017,10,31,1,16,4,90,12
neutral,2017,11,1,2,6,4,73,13
negative,2017,11,1,2,6,4,69,14
negative,2017,11,1,2,6,4,145,18
neutral,2017,11,1,2,6,4,94,11
negative,2017,11,1,2,6,4,114,22
negative,2017,11,1,2,4,4,144,30
negative,2017,11,1,2,5,4,80,14
neutral,2017,11,1,2,5,4,55,6
negative,2017,11,1,2,5,4,140,27
neutral,2017,11,1,2,5,4,110,20
negative,2017,11,1,2,5,4,138,26
neutral,2017,11,1,2,6,4,125,22
neutral,2017,11,1,2,6,4,73,15
positive,2017,11,1,2,5,4,138,23
neutral,2017,11,1,2,5,4,89,16
neutral,2017,11,1,2,5,4,101,14
negative,2017,11,1,2,8,4,76,13
negative,2017,11,1,2,7,4,63,11
neutral,2017,11,1,2,6,4,140,24
positive,2017,11,1,2,7,4,291,49
positive,2017,11,1,2,7,4,140,24
neutral,2017,11,1,2,6,4,127,22
negative,2017,11,1,2,6,4,138,24
neutral,2017,11,1,2,6,4,129,26
neutral,2017,11,1,2,6,4,73,8
neutral,2017,11,1,2,6,4,56,11
positive,2017,11,1,2,6,4,137,19
positive,2017,11,1,2,9,4,139,20
positive,2017,11,22,2,18,4,256,52
neutral,2017,11,1,2,9,4,134,24
neutral,2017,11,1,2,8,4,136,24
neutral,2017,11,1,2,9,4,65,7
neutral,2017,11,1,2,8,4,64,9
positive,2017,11,1,2,9,4,75,12
neutral,2017,11,1,2,9,4,73,10
negative,2017,11,1,2,8,4,134,25
neutral,2017,11,1,2,9,4,108,16
neutral,2017,11,1,2,9,4,121,21
positive,2017,11,1,2,9,4,97,16
negative,2017,11,1,2,8,4,114,23
neutral,2017,11,1,2,9,4,102,12
neutral,2017,10,27,4,22,4,70,15
positive,2017,11,1,2,8,4,80,13
negative,2017,11,1,2,8,4,133,24
neutral,2017,11,1,2,9,4,92,16
positive,2017,11,1,2,8,4,136,23
negative,2017,10,31,1,18,4,135,25
positive,2017,11,1,2,8,4,86,14
negative,2017,11,1,2,6,4,139,22
neutral,2017,11,1,2,8,4,122,17
positive,2017,11,1,2,7,4,105,21
negative,2017,11,1,2,8,4,103,18
positive,2017,11,1,2,6,4,83,14
neutral,2017,11,1,2,8,4,110,18
neutral,2017,11,1,2,8,4,132,24
negative,2017,11,1,2,13,4,120,23
neutral,2017,11,1,2,10,4,127,16
neutral,2017,11,1,2,13,4,78,11
neutral,2017,11,1,2,13,4,85,12
neutral,2017,11,1,2,13,4,109,16
neutral,2017,11,1,2,13,4,148,18
neutral,2017,11,1,2,13,4,121,16
negative,2017,11,1,2,9,4,96,15
neutral,2017,11,1,2,10,4,88,12
neutral,2017,11,1,2,9,4,125,26
positive,2017,10,31,1,11,4,127,23
neutral,2017,11,1,2,13,4,140,26
negative,2017,11,1,2,13,4,80,15
negative,2017,10,31,1,21,4,140,23
neutral,2017,11,1,2,13,4,97,17
negative,2017,11,1,2,13,4,153,22
positive,2017,11,1,2,10,4,119,21
positive,2017,11,1,2,10,4,80,14
negative,2017,11,1,2,13,4,110,17
positive,2017,11,1,2,12,4,55,6
neutral,2017,11,1,2,10,4,74,12
neutral,2017,11,1,2,13,4,76,16
negative,2017,11,1,2,10,4,124,22
neutral,2017,11,1,2,9,4,101,12
neutral,2017,11,1,2,8,4,275,48
neutral,2017,11,1,2,9,4,152,20
positive,2017,11,1,2,10,4,165,28
negative,2017,11,1,2,10,4,127,21
negative,2017,11,1,2,13,4,144,21
neutral,2017,11,1,2,13,4,161,23
neutral,2017,11,1,2,13,4,51,3
neutral,2017,11,1,2,13,4,111,22
neutral,2017,10,30,0,10,4,164,24
neutral,2017,11,1,2,13,4,135,28
positive,2017,11,1,2,13,4,59,9
negative,2017,11,1,2,13,4,142,16
neutral,2017,11,1,2,13,4,142,20
negative,2017,11,1,2,13,4,142,21
neutral,2017,11,1,2,13,4,137,22
positive,2017,11,1,2,13,4,126,18
neutral,2017,11,1,2,13,4,122,23
negative,2017,11,1,2,13,4,137,22
positive,2017,10,30,0,20,4,136,23
negative,2017,10,31,1,7,4,144,25
neutral,2017,11,1,2,13,4,132,25
neutral,2017,11,1,2,13,4,127,18
neutral,2017,11,1,2,13,4,72,12
neutral,2017,11,1,2,13,4,66,7
positive,2017,11,1,2,13,4,135,26
positive,2017,11,1,2,13,4,79,15
negative,2017,11,1,2,13,4,126,22
negative,2017,11,22,2,19,4,86,14
positive,2017,11,1,2,14,4,115,20
positive,2017,11,1,2,14,4,142,25
positive,2017,11,1,2,14,4,139,25
neutral,2017,11,1,2,14,4,99,18
positive,2017,11,1,2,14,4,102,18
positive,2017,11,1,2,13,4,57,9
positive,2017,11,1,2,13,4,90,13
negative,2017,11,1,2,13,4,82,16
negative,2017,11,1,2,13,4,140,23
negative,2017,11,1,2,13,4,122,19
negative,2017,11,1,2,14,4,137,27
positive,2017,11,1,2,13,4,110,18
positive,2017,11,1,2,13,4,52,9
neutral,2017,11,1,2,13,4,48,8
neutral,2017,11,1,2,14,4,115,18
positive,2017,11,1,2,14,4,128,18
neutral,2017,11,1,2,14,4,131,24
positive,2017,11,1,2,10,4,105,19
positive,2017,11,1,2,10,4,100,14
neutral,2017,11,1,2,10,4,141,21
neutral,2017,11,1,2,10,4,113,17
positive,2017,11,1,2,12,4,109,14
negative,2017,11,1,2,10,4,132,20
neutral,2017,11,1,2,10,4,101,17
positive,2017,11,1,2,14,4,134,25
neutral,2017,11,1,2,10,4,123,20
positive,2017,10,31,1,10,4,55,10
positive,2017,11,22,2,19,4,168,36
neutral,2017,11,1,2,11,4,78,15
neutral,2017,11,1,2,11,4,137,27
neutral,2017,11,1,2,11,4,139,21
negative,2017,11,1,2,10,4,137,26
neutral,2017,11,1,2,11,4,140,26
neutral,2017,11,1,2,11,4,59,5
positive,2017,11,1,2,14,4,118,23
negative,2017,11,1,2,11,4,138,23
neutral,2017,11,1,2,14,4,165,26
neutral,2017,11,1,2,11,4,81,13
positive,2017,11,1,2,14,4,140,24
negative,2017,11,1,2,11,4,129,25
neutral,2017,11,1,2,11,4,98,17
neutral,2017,11,1,2,12,4,120,18
negative,2017,11,1,2,14,4,141,24
positive,2017,11,1,2,10,4,164,25
neutral,2017,11,1,2,11,4,73,13
negative,2017,11,1,2,11,4,107,18
neutral,2017,11,1,2,14,4,112,17
neutral,2017,11,1,2,11,4,97,19
neutral,2017,11,1,2,14,4,52,4
neutral,2017,11,1,2,14,4,45,7
positive,2017,11,1,2,14,4,116,22
negative,2017,11,1,2,11,4,140,27
neutral,2017,11,1,2,14,4,94,13
negative,2017,11,1,2,7,4,110,17
neutral,2017,11,1,2,14,4,20,2
positive,2017,11,1,2,11,4,136,24
positive,2017,11,1,2,11,4,74,13
neutral,2017,11,1,2,14,4,70,13
neutral,2017,11,1,2,14,4,159,28
positive,2017,11,1,2,14,4,139,26
neutral,2017,11,1,2,14,4,65,10
neutral,2017,11,1,2,14,4,75,10
negative,2017,11,1,2,14,4,128,18
neutral,2017,11,1,2,14,4,115,21
positive,2017,11,1,2,14,4,136,28
negative,2017,11,1,2,14,4,134,26
neutral,2017,11,1,2,12,4,58,11
neutral,2017,10,31,1,14,4,77,17
positive,2017,11,1,2,12,4,92,19
neutral,2017,11,1,2,12,4,164,26
negative,2017,11,1,2,11,4,134,26
neutral,2017,11,1,2,12,4,120,25
neutral,2017,11,1,2,11,4,128,19
positive,2017,11,1,2,14,4,98,14
neutral,2017,11,1,2,14,4,50,4
positive,2017,11,1,2,14,4,126,23
neutral,2017,11,1,2,14,4,109,16
neutral,2017,11,1,2,11,4,139,27
negative,2017,11,1,2,11,4,107,15
neutral,2017,11,1,2,15,4,50,9
neutral,2017,11,1,2,6,4,130,22
neutral,2017,11,1,2,14,4,59,10
negative,2017,10,31,1,19,4,253,47
neutral,2017,11,1,2,15,4,39,7
positive,2017,11,1,2,15,4,94,16
positive,2017,11,1,2,12,4,164,29
positive,2017,11,1,2,12,4,98,14
positive,2017,11,1,2,11,4,150,22
negative,2017,11,1,2,12,4,108,22
negative,2017,11,1,2,13,4,140,24
neutral,2017,11,1,2,13,4,103,19
negative,2017,11,1,2,13,4,64,10
neutral,2017,11,1,2,13,4,59,6
neutral,2017,11,1,2,15,4,92,15
positive,2017,11,1,2,12,4,79,13
neutral,2017,11,1,2,15,4,135,25
neutral,2017,11,1,2,14,4,109,19
positive,2017,11,1,2,12,4,128,22
neutral,2017,11,1,2,12,4,108,18
negative,2017,11,1,2,12,4,109,14
neutral,2017,11,1,2,14,4,81,9
neutral,2017,11,1,2,12,4,137,23
positive,2017,11,1,2,13,4,68,8
neutral,2017,11,1,2,12,4,35,6
positive,2017,11,1,2,14,4,108,19
neutral,2017,11,1,2,12,4,160,23
neutral,2017,11,1,2,12,4,139,22
neutral,2017,11,1,2,12,4,83,13
negative,2017,11,1,2,12,4,117,21
neutral,2017,11,1,2,12,4,134,24
negative,2017,11,1,2,12,4,61,9
negative,2017,11,1,2,13,4,64,12
neutral,2017,11,1,2,12,4,75,15
neutral,2017,11,1,2,15,4,138,23
negative,2017,11,1,2,15,4,151,19
neutral,2017,11,1,2,15,4,138,27
positive,2017,11,1,2,15,4,129,23
neutral,2017,11,1,2,15,4,100,18
neutral,2017,11,1,2,15,4,110,22
positive,2017,11,1,2,12,4,140,23
negative,2017,11,1,2,13,4,130,20
positive,2017,11,1,2,14,4,137,24
negative,2017,11,1,2,15,4,136,23
positive,2017,11,22,2,20,4,208,43
negative,2017,11,22,2,20,4,128,22
negative,2017,11,1,2,12,4,46,7
neutral,2017,11,1,2,15,4,129,22
neutral,2017,11,1,2,15,4,81,14
neutral,2017,11,1,2,15,4,59,9
positive,2017,11,1,2,15,4,105,20
neutral,2017,11,1,2,15,4,128,24
neutral,2017,11,1,2,15,4,137,23
neutral,2017,11,1,2,15,4,65,11
neutral,2017,11,1,2,15,4,60,12
neutral,2017,11,1,2,15,4,41,6
positive,2017,11,1,2,15,4,139,27
neutral,2017,11,1,2,15,4,138,20
neutral,2017,11,1,2,15,4,111,19
negative,2017,11,1,2,15,4,118,20
neutral,2017,11,1,2,15,4,43,8
neutral,2017,11,1,2,15,4,60,11
neutral,2017,11,1,2,15,4,115,18
neutral,2017,11,1,2,15,4,90,12
negative,2017,11,1,2,15,4,136,17
neutral,2017,11,1,2,15,4,91,12
negative,2017,11,1,2,15,4,70,13
positive,2017,11,1,2,15,4,112,18
negative,2017,11,1,2,15,4,164,21
positive,2017,11,1,2,6,4,97,16
neutral,2017,11,1,2,15,4,23,2
negative,2017,11,1,2,15,4,110,20
positive,2017,11,26,6,0,4,64,9
positive,2017,11,22,2,20,4,182,35
positive,2017,11,1,2,16,4,140,25
negative,2017,11,1,2,16,4,84,16
positive,2017,11,1,2,16,4,97,12
neutral,2017,11,1,2,16,4,89,19
neutral,2017,11,1,2,12,4,102,17
negative,2017,11,1,2,16,4,130,20
neutral,2017,11,1,2,16,4,140,22
positive,2017,11,1,2,16,4,279,51
negative,2017,11,1,2,16,4,106,19
neutral,2017,11,1,2,16,4,121,22
neutral,2017,11,1,2,15,4,123,25
negative,2017,11,1,2,16,4,105,20
neutral,2017,11,1,2,16,4,77,11
neutral,2017,11,1,2,16,4,163,27
neutral,2017,11,1,2,16,4,82,14
neutral,2017,11,1,2,16,4,72,7
neutral,2017,11,1,2,16,4,63,10
negative,2017,11,1,2,16,4,60,7
negative,2017,11,1,2,16,4,79,12
positive,2017,10,31,1,18,4,160,28
positive,2017,11,1,2,16,4,136,22
neutral,2017,11,1,2,16,4,139,26
neutral,2017,11,1,2,16,4,125,25
neutral,2017,11,1,2,16,4,113,15
neutral,2017,11,1,2,16,4,104,18
negative,2017,11,1,2,17,4,130,22
neutral,2017,11,1,2,17,4,154,24
positive,2017,11,1,2,16,4,91,15
negative,2017,11,1,2,17,4,127,19
negative,2017,11,1,2,17,4,65,12
neutral,2017,11,1,2,17,4,137,22
neutral,2017,11,1,2,17,4,105,20
neutral,2017,11,1,2,17,4,119,22
neutral,2017,11,1,2,16,4,114,20
negative,2017,11,1,2,16,4,122,23
negative,2017,11,1,2,16,4,94,16
neutral,2017,11,1,2,3,4,127,20
neutral,2017,11,1,2,16,4,126,14
neutral,2017,11,22,2,22,4,62,10
positive,2017,11,22,2,22,4,121,20
positive,2017,11,1,2,16,4,74,12
neutral,2017,11,1,2,17,4,93,14
neutral,2017,11,1,2,16,4,62,9
positive,2017,11,1,2,17,4,113,21
negative,2017,11,1,2,17,4,138,26
neutral,2017,11,1,2,17,4,139,24
neutral,2017,11,1,2,17,4,129,21
negative,2017,11,1,2,16,4,137,27
negative,2017,11,1,2,17,4,137,24
positive,2017,11,1,2,17,4,73,10
neutral,2017,11,1,2,17,4,64,11
negative,2017,11,1,2,17,4,73,12
neutral,2017,10,15,6,4,4,42,3
negative,2017,11,1,2,17,4,140,22
negative,2017,11,1,2,17,4,163,23
neutral,2017,11,1,2,17,4,34,6
neutral,2017,11,1,2,17,4,136,25
positive,2017,11,1,2,17,4,139,20
negative,2017,11,1,2,17,4,91,11
negative,2017,11,1,2,17,4,137,22
negative,2017,11,1,2,17,4,93,17
neutral,2017,11,1,2,17,4,63,7
neutral,2017,11,1,2,17,4,69,9
neutral,2017,11,1,2,17,4,61,10
positive,2017,11,1,2,16,4,127,22
negative,2017,11,1,2,17,4,113,21
neutral,2017,11,1,2,17,4,132,25
neutral,2017,11,1,2,16,4,61,11
negative,2017,11,1,2,17,4,139,25
negative,2017,11,1,2,17,4,138,25
neutral,2017,11,1,2,17,4,62,10
negative,2017,11,22,2,22,4,85,17
negative,2017,11,1,2,18,4,137,25
neutral,2017,11,1,2,17,4,152,23
neutral,2017,11,1,2,18,4,36,6
neutral,2017,11,1,2,17,4,143,26
neutral,2017,11,1,2,17,4,129,22
neutral,2017,11,1,2,17,4,137,26
negative,2017,11,1,2,17,4,116,18
neutral,2017,11,1,2,17,4,57,8
neutral,2017,11,1,2,17,4,67,11
negative,2017,11,1,2,18,4,140,26
neutral,2017,11,1,2,18,4,163,27
neutral,2017,11,1,2,18,4,107,15
negative,2017,11,1,2,18,4,74,8
neutral,2017,11,1,2,18,4,115,19
negative,2017,11,1,2,18,4,109,18
negative,2017,11,1,2,18,4,47,4
neutral,2017,11,1,2,18,4,65,10
neutral,2017,11,1,2,18,4,99,16
negative,2017,11,1,2,18,4,77,12
positive,2017,11,22,2,23,4,242,38
positive,2017,11,1,2,18,4,141,21
neutral,2017,11,1,2,18,4,123,18
neutral,2017,10,30,0,23,4,142,26
negative,2017,11,1,2,18,4,135,23
neutral,2017,11,1,2,18,4,110,23
negative,2017,11,1,2,18,4,100,18
negative,2017,11,1,2,18,4,111,20
neutral,2017,11,1,2,18,4,99,15
neutral,2017,11,1,2,18,4,134,23
positive,2017,11,1,2,18,4,138,26
neutral,2017,11,1,2,18,4,78,13
neutral,2017,11,1,2,18,4,122,22
neutral,2017,11,1,2,18,4,117,17
neutral,2017,10,31,1,20,4,138,26
positive,2017,11,1,2,18,4,130,27
negative,2017,11,1,2,18,4,61,8
positive,2017,11,1,2,18,4,56,9
neutral,2017,11,1,2,18,4,115,21
positive,2017,11,1,2,18,4,140,27
neutral,2017,11,1,2,18,4,139,29
negative,2017,11,1,2,18,4,91,16
negative,2017,11,1,2,18,4,132,22
neutral,2017,11,1,2,18,4,43,4
neutral,2017,11,22,2,23,4,124,22
neutral,2017,11,1,2,19,4,79,15
negative,2017,11,1,2,19,4,88,16
negative,2017,11,1,2,16,4,108,18
neutral,2017,11,1,2,18,4,76,10
negative,2017,11,1,2,19,4,100,15
positive,2017,11,1,2,19,4,135,26
neutral,2017,11,1,2,18,4,133,26
positive,2017,11,1,2,18,4,158,27
positive,2017,11,1,2,10,4,104,18
neutral,2017,11,1,2,18,4,69,12
neutral,2017,11,1,2,18,4,140,20
positive,2017,11,1,2,18,4,123,26
negative,2017,11,1,2,18,4,71,13
neutral,2017,11,22,2,22,4,119,23
negative,2017,11,1,2,19,4,80,16
negative,2017,11,1,2,19,4,133,25
neutral,2017,11,1,2,19,4,74,10
negative,2017,11,1,2,19,4,99,14
positive,2017,11,1,2,19,4,145,23
positive,2017,11,1,2,19,4,164,23
negative,2017,11,1,2,19,4,140,27
positive,2017,11,1,2,19,4,104,16
neutral,2017,11,1,2,19,4,71,8
neutral,2017,11,1,2,19,4,132,20
neutral,2017,11,1,2,19,4,43,7
neutral,2017,11,1,2,19,4,102,13
neutral,2017,11,1,2,19,4,62,10
neutral,2017,11,1,2,19,4,140,28
neutral,2017,11,1,2,19,4,143,22
neutral,2017,11,1,2,19,4,95,13
neutral,2017,11,1,2,19,4,84,12
neutral,2017,11,1,2,19,4,62,10
neutral,2017,11,1,2,19,4,105,16
neutral,2017,11,1,2,19,4,109,20
neutral,2017,11,1,2,19,4,51,9
positive,2017,11,1,2,19,4,97,15
neutral,2017,11,1,2,19,4,86,12
neutral,2017,11,1,2,19,4,58,10
positive,2017,11,1,2,19,4,131,25
neutral,2017,11,1,2,19,4,104,13
negative,2017,11,1,2,19,4,32,5
neutral,2017,11,1,2,19,4,40,10
neutral,2017,11,1,2,19,4,50,9
neutral,2017,11,1,2,19,4,132,20
negative,2017,11,23,3,1,4,150,24
negative,2017,11,23,3,1,4,203,37
positive,2017,11,1,2,20,4,136,26
positive,2017,11,1,2,20,4,111,22
negative,2017,11,1,2,19,4,130,19
neutral,2017,11,1,2,19,4,47,9
neutral,2017,11,1,2,19,4,76,12
positive,2017,11,1,2,19,4,144,20
negative,2017,11,1,2,19,4,135,22
neutral,2017,11,1,2,19,4,138,23
positive,2017,11,23,3,1,4,146,22
negative,2017,11,23,3,1,4,220,41
